order_id,order_date,customer_id,product_id,salesperson_id,region_id,quantity,unit_price,discount_pct,revenue,cost,gross_profit,order_status
171,2024-10-25,9,15,3,4,5,219,0.05,1040.25,745,295.25,Completed
172,2024-06-18,15,9,1,6,1,65,0.15,55.25,45,10.25,Completed
173,2024-09-28,18,9,9,2,2,65,0.15,110.5,90,20.5,Returned
174,2024-08-09,20,6,9,6,2,459,0,918,640,278,Completed
175,2024-06-08,4,16,2,10,4,419,0.05,1592.2,1120,472.2,Cancelled
176,2024-06-01,30,13,10,9,4,449,0,1796,1196,600,Returned
177,2023-03-27,15,19,10,10,3,79,0.05,225.15,165,60.15,Completed
178,2023-11-28,4,1,2,3,2,1399,0.05,2658.1,1900,758.1,Returned
179,2023-08-02,26,8,10,8,1,59,0.05,56.05,38,18.05,Completed
180,2024-01-27,27,15,5,1,2,219,0.05,416.1,298,118.1,Returned
181,2023-03-30,3,13,3,9,4,449,0,1796,1196,600,Completed
182,2024-08-05,14,10,2,2,1,159,0.1,143.1,110,33.1,Completed
183,2023-05-28,8,17,2,2,4,119,0.05,452.2,340,112.2,Returned
184,2023-10-27,16,7,9,6,5,849,0.15,3608.25,2900,708.25,Returned
185,2024-09-10,11,6,8,3,2,459,0,918,640,278,Completed
186,2024-04-20,16,9,6,7,3,65,0,195,135,60,Returned
187,2024-06-11,2,7,8,9,5,849,0,4245,2900,1345,Completed
188,2024-11-25,29,14,9,1,2,649,0,1298,898,400,Completed
189,2024-08-27,28,14,8,1,2,649,0.05,1233.1,898,335.1,Completed
190,2023-09-12,18,13,3,3,2,449,0.1,808.2,598,210.2,Completed
191,2024-10-27,27,12,2,10,5,109,0.2,436.0,375,61.0,Completed
192,2023-07-22,14,18,7,3,1,179,0.1,161.1,120,41.1,Returned
193,2023-11-25,7,9,6,2,2,65,0.2,104.0,90,14.0,Completed
194,2024-04-15,12,20,7,3,1,289,0,289,199,90,Returned
195,2024-06-09,2,17,6,9,3,119,0.2,285.6,255,30.6,Completed
196,2023-02-16,16,6,3,5,4,459,0.1,1652.4,1280,372.4,Completed
197,2023-07-17,22,9,10,8,5,65,0.15,276.25,225,51.25,Completed
198,2023-07-26,20,3,8,9,2,229,0.05,435.1,320,115.1,Completed
199,2024-05-01,11,4,8,9,1,649,0.2,519.2,450,69.2,Cancelled
200,2024-09-06,29,20,3,1,5,289,0,1445,995,450,Completed
201,2023-08-23,27,8,5,3,2,59,0,118,76,42,Completed
202,2023-10-13,12,16,4,7,4,419,0.05,1592.2,1120,472.2,Completed
203,2024-06-12,16,2,6,4,2,999,0.1,1798.2,1400,398.2,Completed
204,2023-01-01,26,5,7,9,1,129,0.1,116.1,90,26.1,Returned
205,2024-03-21,26,13,6,4,1,449,0.1,404.1,299,105.1,Returned
206,2024-12-28,6,20,3,2,1,289,0.1,260.1,199,61.1,Completed
207,2023-02-07,11,10,5,3,1,159,0.05,151.05,110,41.05,Cancelled
208,2023-02-25,10,4,9,2,5,649,0.15,2758.25,2250,508.25,Returned
209,2023-04-19,10,17,2,8,2,119,0,238,170,68,Cancelled
210,2023-05-20,27,12,2,6,5,109,0.05,517.75,375,142.75,Completed
211,2023-03-15,7,19,8,3,3,79,0.05,225.15,165,60.15,Completed
212,2024-10-06,4,20,1,3,5,289,0,1445,995,450,Completed
213,2023-08-23,12,17,8,9,2,119,0.15,202.3,170,32.3,Cancelled
214,2024-04-01,6,7,8,10,3,849,0.05,2419.65,1740,679.65,Completed
215,2023-05-06,1,19,1,6,4,79,0.05,300.2,220,80.2,Completed
216,2023-11-04,10,3,3,10,1,229,0,229,160,69,Completed
217,2024-08-08,11,19,4,3,2,79,0.15,134.3,110,24.3,Completed
218,2023-08-03,2,19,1,1,3,79,0,237,165,72,Completed
219,2024-04-03,9,12,4,9,2,109,0.15,185.3,150,35.3,Completed
220,2024-08-17,9,8,2,6,1,59,0,59,38,21,Cancelled
221,2023-03-26,3,20,10,1,4,289,0,1156,796,360,Completed
222,2024-07-07,19,3,10,4,3,229,0.2,549.6,480,69.6,Returned
223,2024-02-22,5,9,7,4,4,65,0.05,247.0,180,67.0,Completed
224,2024-04-12,25,9,6,8,5,65,0.05,308.75,225,83.75,Cancelled
225,2024-05-13,23,18,3,6,2,179,0.15,304.3,240,64.3,Cancelled
226,2023-09-28,15,17,5,5,3,119,0.1,321.3,255,66.3,Completed
227,2023-09-24,6,10,2,5,1,159,0.05,151.05,110,41.05,Completed
228,2024-11-20,19,7,8,2,4,849,0,3396,2320,1076,Completed
229,2023-04-09,15,20,8,4,1,289,0,289,199,90,Returned
230,2024-05-20,19,18,10,4,1,179,0,179,120,59,Completed
231,2023-11-20,16,17,4,10,3,119,0.05,339.15,255,84.15,Cancelled
232,2023-09-23,23,11,10,7,1,189,0,189,130,59,Completed
233,2024-04-16,6,7,9,4,1,849,0,849,580,269,Returned
234,2024-06-29,28,17,4,6,2,119,0.05,226.1,170,56.1,Completed
235,2023-01-27,12,11,5,2,1,189,0.05,179.55,130,49.55,Returned
236,2024-01-08,21,10,7,4,3,159,0.05,453.15,330,123.15,Completed
237,2023-10-04,29,18,2,10,4,179,0,716,480,236,Completed
238,2024-09-23,1,16,9,2,3,419,0,1257,840,417,Completed
239,2024-03-19,15,12,2,7,2,109,0.2,174.4,150,24.4,Completed
240,2024-01-28,11,15,10,7,2,219,0.2,350.4,298,52.4,Completed
241,2023-05-01,28,4,10,3,4,649,0.05,2466.2,1800,666.2,Completed
242,2024-03-30,18,13,2,1,5,449,0.05,2132.75,1495,637.75,Completed
243,2023-01-01,3,19,1,1,4,79,0.15,268.6,220,48.6,Completed
244,2024-09-02,11,13,2,9,2,449,0.2,718.4,598,120.4,Completed
245,2024-03-15,15,7,3,1,4,849,0,3396,2320,1076,Completed
246,2023-02-08,3,2,7,3,1,999,0.15,849.15,700,149.15,Returned
247,2023-03-09,11,7,4,6,5,849,0.05,4032.75,2900,1132.75,Returned
248,2023-05-04,17,9,1,1,3,65,0,195,135,60,Completed
249,2024-10-13,20,1,8,8,5,1399,0,6995,4750,2245,Completed
250,2023-04-10,4,2,7,5,2,999,0,1998,1400,598,Completed
251,2024-02-06,7,12,6,1,2,109,0.05,207.1,150,57.1,Completed
252,2024-08-06,23,13,1,1,5,449,0,2245,1495,750,Returned
253,2024-09-28,11,20,10,1,1,289,0,289,199,90,Completed
254,2023-11-06,10,6,6,2,1,459,0,459,320,139,Cancelled
255,2024-11-03,13,9,4,9,2,65,0.05,123.5,90,33.5,Completed
256,2024-06-01,1,5,9,3,4,129,0.05,490.2,360,130.2,Cancelled
257,2023-11-29,1,13,9,3,5,449,0.15,1908.25,1495,413.25,Completed
258,2024-02-03,7,4,3,5,4,649,0.15,2206.6,1800,406.6,Returned
259,2024-08-08,22,4,4,6,4,649,0,2596,1800,796,Completed
260,2023-10-25,8,8,10,7,5,59,0.2,236.0,190,46.0,Returned
261,2024-03-05,1,17,9,5,2,119,0,238,170,68,Completed
262,2024-10-31,6,2,9,6,1,999,0.1,899.1,700,199.1,Cancelled
263,2023-07-31,9,14,4,8,2,649,0,1298,898,400,Cancelled
264,2023-07-07,14,4,4,8,3,649,0.05,1849.65,1350,499.65,Cancelled
265,2024-03-18,12,17,7,4,2,119,0,238,170,68,Completed
266,2024-12-06,10,16,5,2,5,419,0.05,1990.25,1400,590.25,Cancelled
267,2023-09-26,30,1,9,4,4,1399,0.05,5316.2,3800,1516.2,Cancelled
268,2023-03-26,15,7,9,8,2,849,0,1698,1160,538,Completed
269,2024-07-03,27,15,2,7,2,219,0.1,394.2,298,96.2,Completed
270,2024-04-10,4,3,3,6,3,229,0,687,480,207,Cancelled
271,2024-04-02,15,11,4,7,2,189,0.2,302.4,260,42.4,Completed
272,2024-01-28,4,9,9,2,2,65,0,130,90,40,Completed
273,2024-11-16,20,5,6,6,5,129,0.1,580.5,450,130.5,Completed
274,2023-12-18,3,5,9,4,2,129,0,258,180,78,Completed
275,2023-10-02,16,20,7,3,4,289,0.2,924.8,796,128.8,Returned
276,2023-07-15,10,10,2,1,1,159,0.05,151.05,110,41.05,Completed
277,2024-04-02,28,19,10,6,1,79,0.15,67.15,55,12.15,Completed
278,2023-01-26,10,12,1,7,4,109,0.05,414.2,300,114.2,Completed
279,2024-03-06,11,1,3,5,3,1399,0.15,3567.45,2850,717.45,Completed
280,2023-05-19,28,7,7,8,1,849,0.1,764.1,580,184.1,Completed
281,2024-12-04,29,15,3,9,3,219,0.1,591.3,447,144.3,Completed
282,2023-07-10,24,2,3,1,5,999,0.1,4495.5,3500,995.5,Completed
283,2024-02-18,4,10,2,6,3,159,0,477,330,147,Completed
284,2023-09-26,29,5,5,10,3,129,0.2,309.6,270,39.6,Completed
285,2024-04-03,19,20,5,4,4,289,0,1156,796,360,Completed
286,2024-12-16,24,2,6,8,2,999,0,1998,1400,598,Completed
287,2023-02-25,16,1,9,3,5,1399,0.05,6645.25,4750,1895.25,Cancelled
288,2024-07-14,3,2,2,6,3,999,0,2997,2100,897,Cancelled
289,2023-08-11,10,6,10,2,3,459,0.2,1101.6,960,141.6,Returned
290,2023-02-01,7,17,1,9,2,119,0,238,170,68,Completed
291,2024-12-05,2,8,2,7,1,59,0,59,38,21,Completed
292,2024-02-01,1,16,2,5,1,419,0,419,280,139,Completed
293,2023-04-17,27,16,4,4,3,419,0.05,1194.15,840,354.15,Completed
294,2024-07-12,29,1,5,9,2,1399,0,2798,1900,898,Cancelled
295,2024-10-12,16,20,8,9,1,289,0,289,199,90,Returned
296,2023-12-24,18,7,4,6,4,849,0.15,2886.6,2320,566.6,Cancelled
297,2023-07-12,4,1,9,6,1,1399,0.1,1259.1,950,309.1,Completed
298,2024-06-19,12,18,6,5,5,179,0,895,600,295,Completed
299,2023-08-15,2,7,10,6,2,849,0,1698,1160,538,Cancelled
300,2023-07-19,13,16,5,9,3,419,0.05,1194.15,840,354.15,Completed
301,2023-09-23,14,15,9,6,3,219,0.05,624.15,447,177.15,Completed
302,2023-09-17,26,20,7,1,4,289,0.05,1098.2,796,302.2,Completed
303,2024-03-27,1,5,8,4,4,129,0.05,490.2,360,130.2,Cancelled
304,2024-05-12,17,9,6,7,4,65,0.05,247.0,180,67.0,Cancelled
305,2024-01-01,5,7,3,9,4,849,0.2,2716.8,2320,396.8,Returned
306,2024-06-18,23,5,8,2,2,129,0.2,206.4,180,26.4,Completed
307,2023-04-20,20,2,7,10,4,999,0.2,3196.8,2800,396.8,Returned
308,2024-08-10,21,16,2,10,2,419,0.05,796.1,560,236.1,Completed
309,2024-08-30,18,5,6,5,3,129,0.05,367.65,270,97.65,Completed
310,2024-10-29,7,5,7,4,5,129,0.1,580.5,450,130.5,Completed
311,2024-03-29,19,17,3,10,1,119,0,119,85,34,Completed
312,2024-02-20,11,10,3,1,4,159,0.1,572.4,440,132.4,Completed
313,2023-03-04,9,11,4,1,3,189,0,567,390,177,Returned
314,2024-05-22,19,12,3,2,4,109,0,436,300,136,Returned
315,2023-07-06,4,13,7,2,2,449,0,898,598,300,Completed
316,2023-03-20,5,15,9,5,5,219,0.05,1040.25,745,295.25,Cancelled
317,2024-06-14,18,19,7,7,3,79,0.15,201.45,165,36.45,Completed
318,2023-04-15,5,15,9,10,1,219,0.05,208.05,149,59.05,Returned
319,2024-09-10,8,12,5,8,2,109,0.05,207.1,150,57.1,Completed
320,2024-06-24,16,15,6,1,3,219,0.05,624.15,447,177.15,Completed
321,2024-02-16,25,4,3,7,1,649,0.05,616.55,450,166.55,Completed
322,2024-02-21,23,18,5,1,5,179,0.05,850.25,600,250.25,Completed
323,2023-04-05,26,5,3,2,5,129,0.05,612.75,450,162.75,Completed
324,2023-09-28,21,10,10,6,1,159,0.2,127.2,110,17.2,Returned
325,2023-10-01,11,15,3,8,2,219,0,438,298,140,Completed
326,2024-08-03,14,3,8,9,1,229,0,229,160,69,Completed
327,2024-05-18,10,17,9,5,5,119,0.05,565.25,425,140.25,Returned
328,2024-02-28,2,16,4,1,5,419,0.05,1990.25,1400,590.25,Completed
329,2023-01-09,27,1,2,8,2,1399,0.15,2378.3,1900,478.3,Returned
330,2024-04-02,21,3,2,2,1,229,0,229,160,69,Completed
331,2024-09-03,27,20,9,5,3,289,0.2,693.6,597,96.6,Completed
332,2023-12-08,13,18,5,10,4,179,0.2,572.8,480,92.8,Completed
333,2023-02-11,2,2,9,5,4,999,0,3996,2800,1196,Cancelled
334,2024-04-24,21,19,9,10,2,79,0.05,150.1,110,40.1,Cancelled
335,2023-01-10,18,20,2,4,4,289,0,1156,796,360,Returned
336,2024-08-09,11,12,6,8,1,109,0,109,75,34,Completed
337,2023-05-29,27,3,6,2,5,229,0.15,973.25,800,173.25,Cancelled
338,2024-01-19,23,18,5,6,5,179,0.05,850.25,600,250.25,Completed
339,2024-11-14,25,2,7,5,2,999,0,1998,1400,598,Cancelled
340,2024-10-09,5,6,1,7,1,459,0,459,320,139,Completed
341,2024-02-12,16,4,4,2,1,649,0.15,551.65,450,101.65,Returned
342,2024-01-03,7,12,4,2,5,109,0.1,490.5,375,115.5,Cancelled
343,2024-01-07,28,10,3,7,2,159,0,318,220,98,Cancelled
344,2024-03-21,18,2,4,7,1,999,0,999,700,299,Completed
345,2023-11-15,8,9,1,4,1,65,0.2,52.0,45,7.0,Completed
346,2023-04-05,14,6,1,2,2,459,0,918,640,278,Completed
347,2023-01-06,3,3,6,10,1,229,0.15,194.65,160,34.65,Cancelled
348,2023-02-10,20,13,3,5,2,449,0,898,598,300,Completed
349,2023-01-08,29,12,10,3,1,109,0.2,87.2,75,12.2,Completed
350,2024-03-01,8,11,4,8,2,189,0,378,260,118,Completed
351,2024-12-14,26,2,1,5,2,999,0.1,1798.2,1400,398.2,Returned
352,2023-08-15,3,9,9,7,5,65,0,325,225,100,Cancelled
353,2024-01-07,18,7,5,2,1,849,0.05,806.55,580,226.55,Completed
354,2024-12-11,18,15,1,1,1,219,0,219,149,70,Completed
355,2024-11-11,15,19,2,5,5,79,0.05,375.25,275,100.25,Completed
356,2023-01-21,6,17,10,8,5,119,0,595,425,170,Completed
357,2023-07-25,15,8,5,1,5,59,0.05,280.25,190,90.25,Completed
358,2024-11-06,2,9,7,9,3,65,0,195,135,60,Completed
359,2023-03-12,15,5,8,10,2,129,0,258,180,78,Completed
360,2024-03-27,26,13,8,4,1,449,0.2,359.2,299,60.2,Completed
361,2023-08-19,8,12,9,10,2,109,0.05,207.1,150,57.1,Completed
362,2024-04-28,18,7,1,1,5,849,0.05,4032.75,2900,1132.75,Completed
363,2024-07-14,4,3,3,7,5,229,0.15,973.25,800,173.25,Completed
364,2024-12-11,18,4,9,6,1,649,0,649,450,199,Returned
365,2023-11-02,27,14,2,10,3,649,0,1947,1347,600,Completed
366,2024-10-10,25,17,8,6,3,119,0.05,339.15,255,84.15,Completed
367,2024-02-15,1,17,4,3,5,119,0.1,535.5,425,110.5,Completed
